year,sector_key,total_employment_thousands,resident_employment_thousands,gdp_current_million_sgd,nonresident_employment_thousands,data_quality_flag,level,parent_sector_key,ssic_2020_code,nonresident_share_pct,gdp_per_worker_thousand_sgd,yoy_total_change_pct,yoy_nonresident_change_pct,yoy_resident_change_pct
2009,accomm,28.0,,1910.5,,,3,accomm_food,I55,,68.23,,,
2010,accomm,33.4,,2592.4,,,3,accomm_food,I55,,77.62,19.29,,
2011,accomm,35.4,,3333.3,,,3,accomm_food,I55,,94.16,5.99,,
2012,accomm,36.0,,3494.6,,,3,accomm_food,I55,,97.07,1.69,,
2013,accomm,35.7,,3470.1,,,3,accomm_food,I55,,97.2,-0.83,,
2014,accomm,36.4,,3640.3,,,3,accomm_food,I55,,100.01,1.96,,
2015,accomm,35.9,,3604.7,,,3,accomm_food,I55,,100.41,-1.37,,
2016,accomm,36.7,,3787.3,,,3,accomm_food,I55,,103.2,2.23,,
2017,accomm,37.2,,3942.6,,,3,accomm_food,I55,,105.98,1.36,,
2018,accomm,36.5,,4223.6,,,3,accomm_food,I55,,115.72,-1.88,,
2019,accomm,36.4,,4252.1,,,3,accomm_food,I55,,116.82,-0.27,,
2020,accomm,27.2,,2274.4,,,3,accomm_food,I55,,83.62,-25.27,,
2021,accomm,25.6,,2098.6,,,3,accomm_food,I55,,81.98,-5.88,,
2022,accomm,30.2,,3607.7,,,3,accomm_food,I55,,119.46,17.97,,
2023,accomm,32.6,,5052.4,,,3,accomm_food,I55,,154.98,7.95,,
2024,accomm,33.5,,5460.7,,,3,accomm_food,I55,,163.01,2.76,,
2025,accomm,33.7,,5642.5,,,3,accomm_food,I55,,167.43,0.6,,
2009,accomm_food,190.0,124.9,4970.7,65.1,,2,services,I55-56,34.26,26.16,,,
2010,accomm_food,205.0,128.9,6065.9,76.1,,2,services,I55-56,37.12,29.59,7.89,16.9,3.2
2011,accomm_food,215.1,135.2,7227.9,79.9,,2,services,I55-56,37.15,33.6,4.93,4.99,4.89
2012,accomm_food,222.9,129.3,7847.6,93.6,,2,services,I55-56,41.99,35.21,3.63,17.15,-4.36
2013,accomm_food,230.6,135.1,8208.3,95.5,,2,services,I55-56,41.41,35.6,3.45,2.03,4.49
2014,accomm_food,240.8,137.1,8666.6,103.70000000000002,,2,services,I55-56,43.06,35.99,4.42,8.59,1.48
2015,accomm_food,246.0,139.1,8763.1,106.9,,2,services,I55-56,43.46,35.62,2.16,3.09,1.46
2016,accomm_food,253.4,138.2,9253.4,115.20000000000002,,2,services,I55-56,45.46,36.52,3.01,7.76,-0.65
2017,accomm_food,257.9,134.4,9534.8,123.49999999999996,,2,services,I55-56,47.89,36.97,1.78,7.2,-2.75
2018,accomm_food,259.5,134.4,9958.2,125.1,,2,services,I55-56,48.21,38.37,0.62,1.3,0.0
2019,accomm_food,271.0,131.8,10127.7,139.2,,2,services,I55-56,51.37,37.37,4.43,11.27,-1.93
2020,accomm_food,247.7,128.9,7256.6,118.79999999999998,,2,services,I55-56,47.96,29.3,-8.6,-14.66,-2.2
2021,accomm_food,243.1,125.2,7571.8,117.9,,2,services,I55-56,48.5,31.15,-1.86,-0.76,-2.87
2022,accomm_food,262.4,126.6,10304.7,135.79999999999998,,2,services,I55-56,51.75,39.27,7.94,15.18,1.12
2023,accomm_food,268.5,139.5,12514.4,129.0,,2,services,I55-56,48.04,46.61,2.32,-5.01,10.19
2024,accomm_food,270.7,147.5,13076.2,123.2,,2,services,I55-56,45.51,48.31,0.82,-4.5,5.73
2025,accomm_food,271.0,145.8,13274.3,125.2,,2,services,I55-56,46.2,48.98,0.11,1.62,-1.15
2009,admin_cleaning,43.7,,,,,3,admin_support,N81,,,,,
2010,admin_cleaning,45.5,,,,,3,admin_support,N81,,,4.12,,
2011,admin_cleaning,46.5,,,,,3,admin_support,N81,,,2.2,,
2012,admin_cleaning,48.7,,,,,3,admin_support,N81,,,4.73,,
2013,admin_cleaning,54.7,,,,,3,admin_support,N81,,,12.32,,
2014,admin_cleaning,59.7,,,,,3,admin_support,N81,,,9.14,,
2015,admin_cleaning,66.0,,,,,3,admin_support,N81,,,10.55,,
2016,admin_cleaning,73.8,,,,,3,admin_support,N81,,,11.82,,
2017,admin_cleaning,79.2,,,,,3,admin_support,N81,,,7.32,,
2018,admin_cleaning,79.6,,,,,3,admin_support,N81,,,0.51,,
2019,admin_cleaning,82.8,,,,,3,admin_support,N81,,,4.02,,
2020,admin_cleaning,78.4,,,,,3,admin_support,N81,,,-5.31,,
2021,admin_cleaning,79.0,,,,,3,admin_support,N81,,,0.77,,
2022,admin_cleaning,81.8,,,,,3,admin_support,N81,,,3.54,,
2023,admin_cleaning,82.3,,,,,3,admin_support,N81,,,0.61,,
2024,admin_cleaning,84.6,,,,,3,admin_support,N81,,,2.79,,
2025,admin_cleaning,87.9,,,,,3,admin_support,N81,,,3.9,,
2009,admin_other,79.8,,,,,3,admin_support,,,,,,
2010,admin_other,87.8,,,,,3,admin_support,,,,10.03,,
2011,admin_other,94.4,,,,,3,admin_support,,,,7.52,,
2012,admin_other,97.7,,,,,3,admin_support,,,,3.5,,
2013,admin_other,100.6,,,,,3,admin_support,,,,2.97,,
2014,admin_other,107.5,,,,,3,admin_support,,,,6.86,,
2015,admin_other,114.0,,,,,3,admin_support,,,,6.05,,
2016,admin_other,113.9,,,,,3,admin_support,,,,-0.09,,
2017,admin_other,116.5,,,,,3,admin_support,,,,2.28,,
2018,admin_other,118.2,,,,,3,admin_support,,,,1.46,,
2019,admin_other,120.7,,,,,3,admin_support,,,,2.12,,
2020,admin_other,110.7,,,,,3,admin_support,,,,-8.29,,
2021,admin_other,114.4,,,,,3,admin_support,,,,3.34,,
2022,admin_other,112.8,,,,,3,admin_support,,,,-1.4,,
2023,admin_other,113.6,,,,,3,admin_support,,,,0.71,,
2024,admin_other,116.4,,,,,3,admin_support,,,,2.46,,
2025,admin_other,118.3,,,,,3,admin_support,,,,1.63,,
2009,admin_security,32.5,,,,,3,admin_support,N80,,,,,
2010,admin_security,33.5,,,,,3,admin_support,N80,,,3.08,,
2011,admin_security,35.9,,,,,3,admin_support,N80,,,7.16,,
2012,admin_security,36.8,,,,,3,admin_support,N80,,,2.51,,
2013,admin_security,38.1,,,,,3,admin_support,N80,,,3.53,,
2014,admin_security,40.5,,,,,3,admin_support,N80,,,6.3,,
2015,admin_security,42.8,,,,,3,admin_support,N80,,,5.68,,
2016,admin_security,44.4,,,,,3,admin_support,N80,,,3.74,,
2017,admin_security,47.1,,,,,3,admin_support,N80,,,6.08,,
2018,admin_security,48.5,,,,,3,admin_support,N80,,,2.97,,
2019,admin_security,49.5,,,,,3,admin_support,N80,,,2.06,,
2020,admin_security,48.6,,,,,3,admin_support,N80,,,-1.82,,
2021,admin_security,48.2,,,,,3,admin_support,N80,,,-0.82,,
2022,admin_security,47.3,,,,,3,admin_support,N80,,,-1.87,,
2023,admin_security,47.5,,,,,3,admin_support,N80,,,0.42,,
2024,admin_security,49.7,,,,,3,admin_support,N80,,,4.63,,
2025,admin_security,49.4,,,,,3,admin_support,N80,,,-0.6,,
2009,admin_support,156.0,88.7,7927.6,67.3,,2,services,N77-82,43.14,50.82,,,
2010,admin_support,166.8,100.1,9679.3,66.70000000000002,,2,services,N77-82,39.99,58.03,6.92,-0.89,12.85
2011,admin_support,176.9,97.4,11736.2,79.5,,2,services,N77-82,44.94,66.34,6.06,19.19,-2.7
2012,admin_support,183.2,102.1,12922.3,81.1,,2,services,N77-82,44.27,70.54,3.56,2.01,4.83
2013,admin_support,193.4,99.3,14391.4,94.1,,2,services,N77-82,48.66,74.41,5.57,16.03,-2.74
2014,admin_support,207.8,102.0,16465.5,105.8,,2,services,N77-82,50.91,79.24,7.45,12.43,2.72
2015,admin_support,222.8,108.9,19666.3,113.9,,2,services,N77-82,51.12,88.27,7.22,7.66,6.76
2016,admin_support,232.1,115.9,24033.4,116.2,,2,services,N77-82,50.06,103.55,4.17,2.02,6.43
2017,admin_support,242.8,114.7,25627.7,128.10000000000002,,2,services,N77-82,52.76,105.55,4.61,10.24,-1.04
2018,admin_support,246.2,117.9,26913.1,128.29999999999998,,2,services,N77-82,52.11,109.31,1.4,0.16,2.79
2019,admin_support,253.0,120.0,21786.1,133.0,,2,services,N77-82,52.57,86.11,2.76,3.66,1.78
2020,admin_support,237.8,128.3,17775.2,109.5,,2,services,N77-82,46.05,74.75,-6.01,-17.67,6.92
2021,admin_support,241.6,120.0,16723.6,121.6,,2,services,N77-82,50.33,69.22,1.6,11.05,-6.47
2022,admin_support,241.9,120.3,18610.8,121.6,,2,services,N77-82,50.27,76.94,0.12,0.0,0.25
2023,admin_support,243.4,125.2,16778.7,118.2,,2,services,N77-82,48.56,68.93,0.62,-2.8,4.07
2024,admin_support,250.7,124.0,17620.6,126.7,,2,services,N77-82,50.54,70.29,3.0,7.19,-0.96
2025,admin_support,255.5,127.8,18449.9,127.7,,2,services,N77-82,49.98,72.21,1.91,0.79,3.06
2009,arts_entertainment,42.0,22.6,2018.0,19.4,,3,community_social,R90-93,46.19,48.05,,,
2010,arts_entertainment,52.7,32.9,4568.0,19.800000000000004,,3,community_social,R90-93,37.57,86.68,25.48,2.06,45.58
2011,arts_entertainment,55.7,33.7,5768.5,22.0,,3,community_social,R90-93,39.5,103.56,5.69,11.11,2.43
2012,arts_entertainment,55.3,39.0,5741.1,16.299999999999997,,3,community_social,R90-93,29.48,103.82,-0.72,-25.91,15.73
2013,arts_entertainment,54.7,37.2,5629.2,17.5,,3,community_social,R90-93,31.99,102.91,-1.08,7.36,-4.62
2014,arts_entertainment,56.0,35.1,5786.9,20.9,,3,community_social,R90-93,37.32,103.34,2.38,19.43,-5.65
2015,arts_entertainment,56.1,37.0,5325.5,19.1,,3,community_social,R90-93,34.05,94.93,0.18,-8.61,5.41
2016,arts_entertainment,55.6,40.4,5257.0,15.200000000000005,,3,community_social,R90-93,27.34,94.55,-0.89,-20.42,9.19
2017,arts_entertainment,55.2,35.2,5970.1,20.0,,3,community_social,R90-93,36.23,108.15,-0.72,31.58,-12.87
2018,arts_entertainment,56.4,37.7,6043.6,18.7,,3,community_social,R90-93,33.16,107.16,2.17,-6.5,7.1
2019,arts_entertainment,54.9,34.3,6174.7,20.6,,3,community_social,R90-93,37.52,112.47,-2.66,10.16,-9.02
2020,arts_entertainment,40.5,34.4,3060.2,6.100000000000001,,3,community_social,R90-93,15.06,75.56,-26.23,-70.39,0.29
2021,arts_entertainment,38.2,33.0,3323.2,5.200000000000003,,3,community_social,R90-93,13.61,86.99,-5.68,-14.75,-4.07
2022,arts_entertainment,50.3,34.5,4728.5,15.799999999999995,,3,community_social,R90-93,31.41,94.01,31.68,203.85,4.55
2023,arts_entertainment,54.0,35.6,6193.0,18.4,,3,community_social,R90-93,34.07,114.69,7.36,16.46,3.19
2024,arts_entertainment,55.9,37.8,6704.2,18.1,,3,community_social,R90-93,32.38,119.93,3.52,-1.63,6.18
2025,arts_entertainment,58.3,37.3,7615.4,21.0,,3,community_social,R90-93,36.02,130.62,4.29,16.02,-1.32
2009,community_other,287.4,68.7,4015.5,218.7,,3,community_social,"S, T, U",76.1,13.97,,,
2010,community_other,295.0,65.8,4205.8,229.2,,3,community_social,"S, T, U",77.69,14.26,2.64,4.8,-4.22
2011,community_other,300.2,65.7,4521.8,234.5,,3,community_social,"S, T, U",78.11,15.06,1.76,2.31,-0.15
2012,community_other,304.3,65.3,4794.4,239.0,,3,community_social,"S, T, U",78.54,15.76,1.37,1.92,-0.61
2013,community_other,313.4,69.3,4979.8,244.1,,3,community_social,"S, T, U",77.89,15.89,2.99,2.13,6.13
2014,community_other,326.6,66.3,5173.7,260.3,,3,community_social,"S, T, U",79.7,15.84,4.21,6.64,-4.33
2015,community_other,336.7,67.1,5516.1,269.6,,3,community_social,"S, T, U",80.07,16.38,3.09,3.57,1.21
2016,community_other,346.3,64.9,5832.7,281.4,,3,community_social,"S, T, U",81.26,16.84,2.85,4.38,-3.28
2017,community_other,356.2,65.5,6120.8,290.7,,3,community_social,"S, T, U",81.61,17.18,2.86,3.3,0.92
2018,community_other,363.4,67.1,6396.7,296.29999999999995,,3,community_social,"S, T, U",81.54,17.6,2.02,1.93,2.44
2019,community_other,373.6,64.1,6910.9,309.5,,3,community_social,"S, T, U",82.84,18.5,2.81,4.45,-4.47
2020,community_other,356.1,65.4,5890.4,290.70000000000005,,3,community_social,"S, T, U",81.63,16.54,-4.68,-6.07,2.03
2021,community_other,356.3,73.5,6142.2,282.8,,3,community_social,"S, T, U",79.37,17.24,0.06,-2.72,12.39
2022,community_other,385.1,69.8,6802.3,315.3,,3,community_social,"S, T, U",81.87,17.66,8.08,11.49,-5.03
2023,community_other,407.8,71.3,7636.7,336.5,,3,community_social,"S, T, U",82.52,18.73,5.89,6.72,2.15
2024,community_other,424.2,73.0,8283.8,351.2,,3,community_social,"S, T, U",82.79,19.53,4.02,4.37,2.38
2025,community_other,445.2,77.2,8634.5,368.0,,3,community_social,"S, T, U",82.66,19.39,4.95,4.78,5.75
2009,community_social,615.6,,26966.1,,,2,services,O84-U99,,43.8,,,
2010,community_social,649.7,,32433.5,,,2,services,O84-U99,,49.92,5.54,,
2011,community_social,673.3,,35896.8,,,2,services,O84-U99,,53.31,3.63,,
2012,community_social,693.6,,37567.1,,,2,services,O84-U99,,54.16,3.02,,
2013,community_social,717.5,,40300.2,,,2,services,O84-U99,,56.17,3.45,,
2014,community_social,750.4,,42665.0,,,2,services,O84-U99,,56.86,4.59,,
2015,community_social,777.5,,44974.4,,,2,services,O84-U99,,57.84,3.61,,
2016,community_social,798.9,,47897.8,,,2,services,O84-U99,,59.95,2.75,,
2017,community_social,815.9,,50762.9,,,2,services,O84-U99,,62.22,2.13,,
2018,community_social,833.8,,52981.5,,,2,services,O84-U99,,63.54,2.19,,
2019,community_social,853.6,,54705.6,,,2,services,O84-U99,,64.09,2.37,,
2020,community_social,835.3,,49346.9,,,2,services,O84-U99,,59.08,-2.14,,
2021,community_social,844.8,,53509.1,,,2,services,O84-U99,,63.34,1.14,,
2022,community_social,893.6,,58126.2,,,2,services,O84-U99,,65.05,5.78,,
2023,community_social,933.9,,64012.2,,,2,services,O84-U99,,68.54,4.51,,
2024,community_social,967.9,,68774.9,,,2,services,O84-U99,,71.06,3.64,,
2025,community_social,1002.1,,72962.0,,,2,services,O84-U99,,72.81,3.53,,
2009,construction,378.2,113.8,14989.9,264.4,,1,,F41-43,69.91,39.63,,,
2010,construction,378.7,104.0,14402.7,274.7,,1,,F41-43,72.54,38.03,0.13,3.9,-8.61
2011,construction,400.5,99.7,14837.1,300.8,,1,,F41-43,75.11,37.05,5.76,9.5,-4.13
2012,construction,441.0,104.5,16422.7,336.5,,1,,F41-43,76.3,37.24,10.11,11.87,4.81
2013,construction,479.5,101.9,17119.7,377.6,,1,,F41-43,78.75,35.7,8.73,12.21,-2.49
2014,construction,494.3,98.2,19179.9,396.1,,1,,F41-43,80.13,38.8,3.09,4.9,-3.63
2015,construction,500.6,110.6,20430.8,390.0,,1,,F41-43,77.91,40.81,1.27,-1.54,12.63
2016,construction,488.9,101.2,19757.7,387.7,,1,,F41-43,79.3,40.41,-2.34,-0.59,-8.5
2017,construction,450.3,100.7,17932.1,349.6,,1,,F41-43,77.64,39.82,-7.9,-9.83,-0.49
2018,construction,443.6,104.4,17780.1,339.20000000000005,,1,,F41-43,76.47,40.08,-1.49,-2.97,3.67
2019,construction,454.5,98.0,17984.2,356.5,,1,,F41-43,78.44,39.57,2.46,5.1,-6.13
2020,construction,403.6,97.2,11004.9,306.40000000000003,,1,,F41-43,75.92,27.27,-11.2,-14.05,-0.82
2021,construction,405.7,98.4,16987.6,307.29999999999995,,1,,F41-43,75.75,41.87,0.52,0.29,1.23
2022,construction,497.1,97.7,21154.5,399.4,,1,,F41-43,80.35,42.56,22.53,29.97,-0.71
2023,construction,526.2,94.3,25483.2,431.9,,1,,F41-43,82.08,48.43,5.85,8.14,-3.48
2024,construction,539.5,102.9,27940.0,436.6,,1,,F41-43,80.93,51.79,2.53,1.09,9.12
2025,construction,566.8,103.6,29985.5,463.19999999999993,,1,,F41-43,81.72,52.9,5.06,6.09,0.68
2009,education,75.8,,8888.9,,,4,public_admin_edu,O85,,117.27,,,
2010,education,81.4,,9829.4,,,4,public_admin_edu,O85,,120.75,7.39,,
2011,education,87.6,,10603.9,,,4,public_admin_edu,O85,,121.05,7.62,,
2012,education,92.7,,11124.0,,,4,public_admin_edu,O85,,120.0,5.82,,
2013,education,97.1,,12154.0,,,4,public_admin_edu,O85,,125.17,4.75,,
2014,education,104.0,,12746.4,,,4,public_admin_edu,O85,,122.56,7.11,,
2015,education,106.1,,13512.0,,,4,public_admin_edu,O85,,127.35,2.02,,
2016,education,108.3,,14002.5,,,4,public_admin_edu,O85,,129.29,2.07,,
2017,education,109.5,,14541.2,,,4,public_admin_edu,O85,,132.8,1.11,,
2018,education,112.4,,15209.4,,,4,public_admin_edu,O85,,135.31,2.65,,
2019,education,115.2,,14934.1,,,4,public_admin_edu,O85,,129.64,2.49,,
2020,education,114.8,,14348.1,,,4,public_admin_edu,O85,,124.98,-0.35,,
2021,education,117.1,,15329.7,,,4,public_admin_edu,O85,,130.91,2.0,,
2022,education,119.1,,15704.4,,,4,public_admin_edu,O85,,131.86,1.71,,
2023,education,120.3,,16614.1,,,4,public_admin_edu,O85,,138.11,1.01,,
2024,education,122.7,,17980.3,,,4,public_admin_edu,O85,,146.54,2.0,,
2025,education,121.9,,18382.1,,,4,public_admin_edu,O85,,150.8,-0.65,,
